Transaction_ID,Date,Department,Revenue,Expense,Profit,Budget,Transaction_Count,Avg_Transaction_Value,Channel,Currency,Accounting_Basis,Budget_Variance,Budget_Variance_Pct,Profit_Margin_Pct
TXN-00193,2025-10-22,Finance,167641.09,288446.29,-120805.2,290081.59,76,2205.8,Direct,USD,Accrual,-1635.3,-0.56,-72.06
TXN-00194,2024-09-13,IT,190847.38,197365.17,-6517.79,197517.52,61,3128.65,Partner,USD,Accrual,-152.35,-0.08,-3.42
TXN-00195,2024-03-25,Procurement,124366.86,288680.31,-164313.45,312151.96,73,1703.66,Partner,INR,Accrual,-23471.65,-7.52,-132.12
TXN-00196,2024-03-03,Operations,572249.22,372748.17,199501.05,388616.87,78,7336.53,Enterprise,USD,Accrual,-15868.7,-4.08,34.86
TXN-00197,2025-09-01,Operations,368243.26,290185.22,78058.04,284927.54,101,3645.97,Enterprise,USD,Actual,5257.68,1.85,21.2
TXN-00198,2025-10-02,Finance,195794.92,297365.14,-101570.22,283570.72,91,2151.59,Partner,INR,Actual,13794.42,4.86,-51.88
TXN-00199,2025-10-15,Administration,239941.77,138843.77,101098.0,128343.8,52,4614.26,Direct,USD,Accrual,10499.97,8.18,42.13
TXN-00200,2026-05-06,Administration,388805.76,278508.38,110297.38,304700.24,113,3440.76,Online,USD,Actual,-26191.86,-8.6,28.37
TXN-00201,2026-10-17,Sales,563385.29,399442.86,163942.43,399127.73,51,11046.77,Enterprise,INR,Actual,315.13,0.08,29.1
TXN-00202,2025-03-16,Logistics,205868.53,91118.89,114749.64,90979.32,123,1673.73,Enterprise,USD,Actual,139.57,0.15,55.74
TXN-00203,2024-08-08,Customer Support,140180.48,138184.04,1996.44,132619.82,91,1540.44,Online,USD,Actual,5564.22,4.2,1.42
TXN-00204,2025-02-02,Human Resources,265966.88,96176.98,169789.9,96299.77,137,1941.36,Online,INR,Actual,-122.79,-0.13,63.84
TXN-00205,2024-09-20,Legal,218171.11,254877.39,-36706.28,242573.33,86,2536.87,Partner,USD,Accrual,12304.06,5.07,-16.82
TXN-00206,2026-10-21,Procurement,113591.01,110148.0,3443.01,104630.93,100,1135.91,Enterprise,USD,Actual,5517.07,5.27,3.03
TXN-00207,2025-11-02,Logistics,195559.01,166450.01,29109.0,172267.46,78,2507.17,Online,INR,Accrual,-5817.45,-3.38,14.89
TXN-00208,2025-09-05,Operations,553937.21,342620.83,211316.38,360485.74,93,5956.31,Online,INR,Actual,-17864.91,-4.96,38.15
TXN-00209,2026-08-29,R&D,491767.67,345264.64,146503.03,373869.33,113,4351.93,Partner,INR,Accrual,-28604.69,-7.65,29.79
TXN-00210,2024-12-15,Sales,620158.83,355355.09,264803.74,391725.73,58,10692.39,Partner,USD,Actual,-36370.64,-9.28,42.7
TXN-00211,2025-01-25,Procurement,232311.57,172131.67,60179.9,167636.97,66,3519.87,Enterprise,INR,Accrual,4494.7,2.68,25.9
TXN-00212,2024-05-07,Finance,141424.75,125615.18,15809.57,119022.25,124,1140.52,Enterprise,INR,Accrual,6592.93,5.54,11.18
TXN-00213,2024-12-20,Operations,578031.04,338195.59,239835.45,323411.74,138,4188.63,Online,INR,Actual,14783.85,4.57,41.49
TXN-00214,2025-05-19,R&D,389521.66,255978.73,133542.93,292295.25,78,4993.87,Online,INR,Accrual,-36316.52,-12.42,34.28
TXN-00215,2025-10-11,Operations,437200.79,438729.06,-1528.27,477609.93,75,5829.34,Online,USD,Accrual,-38880.87,-8.14,-0.35
TXN-00216,2026-03-19,Human Resources,386382.66,257015.48,129367.18,240858.41,76,5083.98,Direct,INR,Accrual,16157.07,6.71,33.48
TXN-00217,2025-06-09,Finance,243723.78,124454.96,119268.82,125895.32,111,2195.71,Online,USD,Actual,-1440.36,-1.14,48.94
TXN-00218,2025-05-11,Procurement,300950.19,196829.13,104121.06,204974.58,46,6542.4,Direct,INR,Accrual,-8145.45,-3.97,34.6
TXN-00219,2024-07-24,IT,331229.82,81139.92,250089.9,82365.6,60,5520.5,Enterprise,INR,Accrual,-1225.68,-1.49,75.5
TXN-00220,2026-09-04,IT,159836.79,292061.09,-132224.3,276392.1,122,1310.14,Direct,INR,Actual,15668.99,5.67,-82.72
TXN-00221,2025-04-20,Sales,658540.28,394556.63,263983.65,339788.02,62,10621.62,Enterprise,INR,Actual,54768.61,16.12,40.09
TXN-00222,2024-03-15,Customer Support,336388.19,120988.56,215399.63,130026.52,77,4368.68,Direct,USD,Actual,-9037.96,-6.95,64.03
TXN-00223,2025-11-17,R&D,363587.27,322609.99,40977.28,324963.61,57,6378.72,Enterprise,USD,Actual,-2353.62,-0.72,11.27
TXN-00224,2025-11-08,Marketing,319335.77,222622.77,96713.0,237222.25,41,7788.68,Online,INR,Actual,-14599.48,-6.15,30.29
TXN-00225,2024-12-25,Logistics,356843.95,277349.41,79494.54,304556.54,105,3398.51,Online,USD,Actual,-27207.13,-8.93,22.28
TXN-00226,2025-01-13,Marketing,243236.23,285881.59,-42645.36,243585.13,89,2732.99,Partner,INR,Accrual,42296.46,17.36,-17.53
TXN-00227,2025-11-06,R&D,395615.19,311660.38,83954.81,289366.05,86,4600.18,Partner,USD,Actual,22294.33,7.7,21.22
TXN-00228,2026-08-11,R&D,289929.21,329771.78,-39842.57,371630.31,130,2230.22,Online,INR,Accrual,-41858.53,-11.26,-13.74
TXN-00229,2026-01-22,Logistics,166254.77,290619.32,-124364.55,288717.09,98,1696.48,Online,INR,Accrual,1902.23,0.66,-74.8
TXN-00230,2025-03-23,Administration,304102.58,211079.18,93023.4,229276.57,107,2842.08,Enterprise,INR,Accrual,-18197.39,-7.94,30.59
TXN-00231,2024-06-08,Logistics,133662.64,262330.29,-128667.65,294037.22,65,2056.35,Partner,USD,Accrual,-31706.93,-10.78,-96.26
TXN-00232,2024-08-26,IT,161620.45,208292.49,-46672.04,182731.35,105,1539.24,Enterprise,INR,Accrual,25561.14,13.99,-28.88
TXN-00233,2024-09-27,Sales,545398.6,345864.9,199533.7,351965.67,126,4328.56,Online,INR,Accrual,-6100.77,-1.73,36.58
TXN-00234,2025-06-05,Procurement,323741.34,207228.48,116512.86,178959.81,84,3854.06,Direct,INR,Actual,28268.67,15.8,35.99
TXN-00235,2024-05-21,Operations,357933.72,349507.38,8426.34,377709.7,138,2593.72,Enterprise,INR,Accrual,-28202.32,-7.47,2.35
TXN-00236,2026-07-07,Customer Support,212693.66,230200.68,-17507.02,241374.11,109,1951.32,Partner,INR,Accrual,-11173.43,-4.63,-8.23
TXN-00237,2024-08-30,Marketing,397854.03,166472.9,231381.13,147861.92,68,5850.79,Direct,INR,Accrual,18610.98,12.59,58.16
TXN-00238,2026-08-06,IT,315728.19,173308.17,142420.02,167031.46,69,4575.77,Partner,INR,Actual,6276.71,3.76,45.11
TXN-00239,2025-07-18,Administration,381223.11,239505.27,141717.84,211687.55,124,3074.38,Enterprise,INR,Actual,27817.72,13.14,37.17
TXN-00240,2025-05-07,Administration,120187.27,210667.71,-90480.44,207282.77,126,953.87,Direct,USD,Actual,3384.94,1.63,-75.28
TXN-00241,2026-04-03,Operations,408584.82,316935.77,91649.05,351519.51,47,8693.29,Partner,INR,Accrual,-34583.74,-9.84,22.43
TXN-00242,2025-04-24,Finance,272833.1,207044.46,65788.64,223972.72,81,3368.31,Partner,INR,Actual,-16928.26,-7.56,24.11
TXN-00243,2026-12-03,Administration,224068.06,140533.86,83534.2,142925.1,115,1948.42,Partner,INR,Accrual,-2391.24,-1.67,37.28
TXN-00244,2026-10-12,Procurement,391687.07,287149.01,104538.06,301909.26,140,2797.76,Online,INR,Accrual,-14760.25,-4.89,26.69
TXN-00245,2024-11-01,R&D,344115.05,340706.58,3408.47,337999.89,68,5060.52,Online,INR,Actual,2706.69,0.8,0.99
TXN-00246,2026-08-06,Procurement,268715.78,292912.96,-24197.18,297946.97,57,4714.31,Enterprise,USD,Actual,-5034.01,-1.69,-9.0
TXN-00247,2025-11-07,IT,123721.13,178953.1,-55231.97,172031.78,108,1145.57,Partner,USD,Accrual,6921.32,4.02,-44.64
TXN-00248,2024-03-21,Legal,156448.99,247573.21,-91124.22,264232.8,111,1409.45,Partner,INR,Accrual,-16659.59,-6.3,-58.25
TXN-00249,2025-09-12,Procurement,163542.33,121805.21,41737.12,130629.09,135,1211.42,Enterprise,INR,Actual,-8823.88,-6.75,25.52
TXN-00250,2026-03-23,Administration,265623.79,250613.05,15010.74,241640.73,108,2459.48,Online,INR,Accrual,8972.32,3.71,5.65
TXN-00251,2026-11-16,Operations,466501.02,416478.83,50022.19,444267.99,137,3405.12,Online,INR,Accrual,-27789.16,-6.26,10.72
TXN-00252,2025-10-02,Customer Support,113714.63,270098.67,-156384.04,289647.25,42,2707.49,Online,INR,Accrual,-19548.58,-6.75,-137.52
TXN-00253,2025-08-27,Marketing,158857.53,130604.1,28253.43,133338.54,71,2237.43,Enterprise,INR,Accrual,-2734.44,-2.05,17.79
TXN-00254,2025-06-11,Operations,591627.07,389088.06,202539.01,387990.32,61,9698.8,Online,USD,Accrual,1097.74,0.28,34.23
TXN-00255,2025-01-11,Sales,746613.24,412730.27,333882.97,415695.05,49,15237.0,Direct,INR,Accrual,-2964.78,-0.71,44.72
TXN-00256,2024-10-08,IT,169430.02,235577.3,-66147.28,200886.76,104,1629.13,Enterprise,INR,Accrual,34690.54,17.27,-39.04
TXN-00257,2026-09-26,Procurement,101983.71,201361.58,-99377.87,171873.24,107,953.12,Online,INR,Accrual,29488.34,17.16,-97.44
TXN-00258,2024-02-05,Sales,684605.03,364585.6,320019.43,398072.9,62,11042.02,Direct,INR,Actual,-33487.3,-8.41,46.75
TXN-00259,2025-05-08,Administration,285934.25,135532.0,150402.25,129613.63,90,3177.05,Direct,INR,Accrual,5918.37,4.57,52.6
TXN-00260,2026-07-29,Logistics,172962.37,233391.99,-60429.62,219386.69,50,3459.25,Direct,USD,Accrual,14005.3,6.38,-34.94
TXN-00261,2026-02-11,Sales,566601.79,358247.17,208354.62,380047.78,50,11332.04,Enterprise,INR,Accrual,-21800.61,-5.74,36.77
TXN-00262,2024-07-14,Sales,721703.28,289060.3,432642.98,323857.92,128,5638.31,Enterprise,USD,Actual,-34797.62,-10.74,59.95
TXN-00263,2025-07-28,Sales,597228.45,255593.3,341635.15,288470.24,80,7465.36,Direct,INR,Actual,-32876.94,-11.4,57.2
TXN-00264,2026-03-26,Legal,189783.07,204070.8,-14287.73,208154.01,89,2132.39,Online,INR,Actual,-4083.21,-1.96,-7.53
TXN-00265,2024-06-09,Sales,660909.8,308796.11,352113.69,271526.19,69,9578.4,Direct,INR,Accrual,37269.92,13.73,53.28
TXN-00266,2025-10-30,Procurement,290236.88,252380.59,37856.29,248636.54,69,4206.33,Online,INR,Accrual,3744.05,1.51,13.04
TXN-00267,2026-06-03,Marketing,303908.46,225347.82,78560.64,197338.94,119,2553.85,Online,INR,Actual,28008.88,14.19,25.85
TXN-00268,2024-06-17,R&D,288555.24,333868.34,-45313.1,347279.92,134,2153.4,Enterprise,INR,Actual,-13411.58,-3.86,-15.7
TXN-00269,2024-07-06,Procurement,382888.07,177841.89,205046.18,191785.4,53,7224.3,Partner,USD,Accrual,-13943.51,-7.27,53.55
TXN-00270,2026-07-08,Sales,594159.0,319367.51,274791.49,273978.54,85,6990.11,Direct,INR,Accrual,45388.97,16.57,46.25
TXN-00271,2026-02-27,Procurement,187554.21,165315.9,22238.31,144719.17,111,1689.68,Partner,INR,Actual,20596.73,14.23,11.86
TXN-00272,2026-02-18,Marketing,141652.02,146248.88,-4596.86,145947.2,48,2951.08,Partner,INR,Accrual,301.68,0.21,-3.25
TXN-00273,2025-09-05,Operations,545666.66,341391.24,204275.42,386887.32,132,4133.84,Enterprise,INR,Actual,-45496.08,-11.76,37.44
TXN-00274,2026-07-26,Legal,140646.86,81488.82,59158.04,78938.84,119,1181.91,Enterprise,INR,Accrual,2549.98,3.23,42.06
TXN-00275,2026-06-20,Human Resources,229184.87,261177.75,-31992.88,273011.99,116,1975.73,Partner,INR,Actual,-11834.24,-4.33,-13.96
TXN-00276,2026-09-08,Human Resources,153291.18,167612.71,-14321.53,158518.26,134,1143.96,Enterprise,INR,Actual,9094.45,5.74,-9.34
TXN-00277,2025-10-29,Customer Support,184090.04,252890.64,-68800.6,242649.75,112,1643.66,Partner,INR,Actual,10240.89,4.22,-37.37
TXN-00278,2024-02-25,Finance,238486.67,235840.75,2645.92,231486.3,77,3097.23,Direct,INR,Accrual,4354.45,1.88,1.11
TXN-00279,2026-10-19,Marketing,290000.81,133244.66,156756.15,139586.96,131,2213.75,Enterprise,INR,Actual,-6342.3,-4.54,54.05
TXN-00280,2026-07-08,Logistics,243770.41,168177.12,75593.29,168510.75,128,1904.46,Enterprise,INR,Accrual,-333.63,-0.2,31.01
TXN-00281,2024-06-23,Legal,330686.21,224672.36,106013.85,214899.71,122,2710.54,Direct,INR,Accrual,9772.65,4.55,32.06
TXN-00282,2025-11-10,Customer Support,131783.37,101693.44,30089.93,93212.24,135,976.17,Partner,INR,Accrual,8481.2,9.1,22.83
TXN-00283,2026-08-06,IT,276576.99,190102.47,86474.52,181260.85,43,6432.02,Enterprise,USD,Accrual,8841.62,4.88,31.27
TXN-00284,2024-06-24,Legal,349395.32,240633.16,108762.16,229684.01,83,4209.58,Enterprise,INR,Accrual,10949.15,4.77,31.13
TXN-00285,2025-12-14,Operations,374405.76,402738.97,-28333.21,396993.56,48,7800.12,Online,USD,Actual,5745.41,1.45,-7.57
TXN-00286,2024-02-16,Human Resources,294390.98,228970.65,65420.33,205914.73,134,2196.95,Partner,INR,Actual,23055.92,11.2,22.22
TXN-00287,2025-11-08,Sales,549229.28,328549.21,220680.07,357897.44,120,4576.91,Partner,USD,Accrual,-29348.23,-8.2,40.18
TXN-00288,2026-03-21,Procurement,321216.51,274281.42,46935.09,270132.23,94,3417.2,Enterprise,USD,Actual,4149.19,1.54,14.61
TXN-00289,2025-02-25,R&D,438081.37,349396.77,88684.6,303545.13,53,8265.69,Partner,INR,Actual,45851.64,15.11,20.24
TXN-00290,2026-07-26,Legal,178706.02,269780.04,-91074.02,272023.13,121,1476.91,Online,INR,Accrual,-2243.09,-0.82,-50.96
TXN-00291,2024-08-21,Human Resources,205595.48,180729.33,24866.15,162974.17,126,1631.71,Online,INR,Actual,17755.16,10.89,12.09
TXN-00292,2024-10-01,Human Resources,135358.5,147183.6,-11825.1,133188.41,128,1057.49,Partner,INR,Accrual,13995.19,10.51,-8.74
TXN-00293,2024-10-09,Logistics,215112.99,120865.81,94247.18,125779.06,128,1680.57,Partner,INR,Accrual,-4913.25,-3.91,43.81
TXN-00294,2025-08-14,Marketing,156129.57,265236.75,-109107.18,274738.32,85,1836.82,Direct,INR,Actual,-9501.57,-3.46,-69.88
TXN-00295,2026-02-25,Sales,576903.31,334144.87,242758.44,352659.5,93,6203.26,Enterprise,INR,Actual,-18514.63,-5.25,42.08
TXN-00296,2024-03-04,Administration,187626.97,140467.64,47159.33,142052.48,61,3075.85,Enterprise,INR,Accrual,-1584.84,-1.12,25.13
TXN-00297,2026-11-12,Legal,271814.22,138935.56,132878.66,140732.25,86,3160.63,Direct,INR,Accrual,-1796.69,-1.28,48.89
TXN-00298,2025-03-23,Customer Support,130724.93,262615.56,-131890.63,282417.73,78,1675.96,Direct,INR,Accrual,-19802.17,-7.01,-100.89
TXN-00299,2024-06-27,Operations,566322.62,299955.62,266367.0,328021.47,66,8580.65,Online,INR,Accrual,-28065.85,-8.56,47.03
TXN-00300,2024-12-05,Logistics,141770.49,125456.32,16314.17,114426.55,47,3016.39,Online,INR,Actual,11029.77,9.64,11.51
TXN-00301,2025-10-24,Finance,187790.41,206001.83,-18211.42,233960.23,105,1788.48,Direct,USD,Accrual,-27958.4,-11.95,-9.7
TXN-00302,2024-05-01,R&D,466761.9,240302.11,226459.79,266692.96,71,6574.11,Partner,INR,Actual,-26390.85,-9.9,48.52
TXN-00303,2026-03-15,Operations,385542.91,387508.34,-1965.43,402366.9,88,4381.17,Enterprise,USD,Actual,-14858.56,-3.69,-0.51
TXN-00304,2026-04-05,Sales,662430.83,368099.61,294331.22,409766.72,98,6759.5,Enterprise,INR,Actual,-41667.11,-10.17,44.43
TXN-00305,2024-07-09,Finance,391645.09,219664.92,171980.17,232666.16,48,8159.27,Enterprise,USD,Accrual,-13001.24,-5.59,43.91
TXN-00306,2025-03-09,Operations,417134.21,420818.41,-3684.2,400335.72,113,3691.45,Partner,INR,Accrual,20482.69,5.12,-0.88
TXN-00307,2025-12-04,IT,328676.21,90107.44,238568.77,93518.35,98,3353.84,Direct,USD,Actual,-3410.91,-3.65,72.58
TXN-00308,2026-06-22,Operations,350168.98,442865.4,-92696.42,403315.51,128,2735.7,Partner,INR,Accrual,39549.89,9.81,-26.47
TXN-00309,2024-11-21,R&D,273335.0,277669.66,-4334.66,242884.92,125,2186.68,Partner,USD,Accrual,34784.74,14.32,-1.59
TXN-00310,2025-04-24,Customer Support,296645.57,234813.57,61832.0,199668.06,101,2937.08,Direct,USD,Actual,35145.51,17.6,20.84
TXN-00311,2026-11-29,IT,233520.06,81773.77,151746.29,77936.31,55,4245.82,Enterprise,INR,Accrual,3837.46,4.92,64.98
TXN-00312,2024-05-25,Administration,214920.98,240767.94,-25846.96,212051.1,80,2686.51,Online,INR,Actual,28716.84,13.54,-12.03
TXN-00313,2026-02-22,Marketing,292472.84,228970.16,63502.68,199323.9,112,2611.36,Direct,INR,Actual,29646.26,14.87,21.71
TXN-00314,2026-06-20,Human Resources,316729.61,218177.61,98552.0,195358.9,92,3442.71,Enterprise,INR,Actual,22818.71,11.68,31.12
TXN-00315,2024-07-24,Marketing,325733.69,209706.26,116027.43,202410.49,94,3465.25,Online,INR,Actual,7295.77,3.6,35.62
TXN-00316,2025-07-21,IT,125274.61,201747.26,-76472.65,207800.15,117,1070.72,Online,INR,Actual,-6052.89,-2.91,-61.04
TXN-00317,2025-09-09,Administration,255324.74,192094.96,63229.78,206377.81,77,3315.91,Direct,INR,Actual,-14282.85,-6.92,24.76
TXN-00318,2026-10-10,Customer Support,133823.1,189908.16,-56085.06,195259.57,107,1250.68,Direct,INR,Accrual,-5351.41,-2.74,-41.91
TXN-00319,2024-09-27,Customer Support,358244.2,205043.69,153200.51,196764.79,127,2820.82,Partner,INR,Actual,8278.9,4.21,42.76
TXN-00320,2024-02-04,Logistics,120259.77,137680.76,-17420.99,118673.66,47,2558.72,Enterprise,INR,Accrual,19007.1,16.02,-14.49
TXN-00321,2026-05-17,Finance,220683.22,220918.2,-234.98,223413.83,59,3740.39,Online,USD,Actual,-2495.63,-1.12,-0.11
TXN-00322,2026-11-13,Administration,392294.02,114182.97,278111.05,108248.32,115,3411.25,Direct,INR,Accrual,5934.65,5.48,70.89
TXN-00323,2025-05-03,Procurement,173343.93,283418.11,-110074.18,250767.2,118,1469.02,Direct,INR,Actual,32650.91,13.02,-63.5
TXN-00324,2024-09-01,Procurement,312370.18,234329.91,78040.27,210697.69,84,3718.69,Online,USD,Actual,23632.22,11.22,24.98
TXN-00325,2025-07-04,Finance,365924.43,249714.66,116209.77,214456.67,94,3892.81,Online,INR,Accrual,35257.99,16.44,31.76
TXN-00326,2024-06-06,Operations,463799.44,341221.06,122578.38,341181.14,112,4141.07,Partner,INR,Accrual,39.92,0.01,26.43
TXN-00327,2024-07-29,Logistics,302236.13,105373.39,196862.74,112984.93,40,7555.9,Direct,INR,Actual,-7611.54,-6.74,65.14
TXN-00328,2025-05-15,Procurement,241529.38,164255.48,77273.9,147012.83,44,5489.3,Enterprise,USD,Actual,17242.65,11.73,31.99
TXN-00329,2026-05-02,Finance,195980.54,261719.34,-65738.8,267336.04,55,3563.28,Direct,USD,Actual,-5616.7,-2.1,-33.54
TXN-00330,2026-04-01,Legal,363097.37,270527.09,92570.28,292726.07,79,4596.17,Online,USD,Accrual,-22198.98,-7.58,25.49
TXN-00331,2024-01-17,Human Resources,160201.35,204037.48,-43836.13,192034.52,119,1346.23,Partner,INR,Accrual,12002.96,6.25,-27.36
TXN-00332,2025-02-04,Finance,370132.99,247306.09,122826.9,228396.59,40,9253.32,Enterprise,USD,Accrual,18909.5,8.28,33.18
TXN-00333,2024-01-20,Human Resources,100438.61,224606.85,-124168.24,248123.59,133,755.18,Online,USD,Actual,-23516.74,-9.48,-123.63
TXN-00334,2026-05-09,Operations,590296.27,445335.07,144961.2,397555.98,75,7870.62,Direct,USD,Actual,47779.09,12.02,24.56
TXN-00335,2026-11-30,Customer Support,310254.07,161948.23,148305.84,185004.22,50,6205.08,Direct,INR,Accrual,-23055.99,-12.46,47.8
TXN-00336,2024-06-02,Logistics,270346.22,175696.23,94649.99,200164.65,70,3862.09,Online,USD,Accrual,-24468.42,-12.22,35.01
TXN-00337,2026-03-15,Finance,349569.95,151775.35,197794.6,149624.29,69,5066.23,Direct,INR,Actual,2151.06,1.44,56.58
TXN-00338,2024-08-11,Marketing,131697.33,178904.68,-47207.35,168923.59,55,2394.5,Online,INR,Actual,9981.09,5.91,-35.85
TXN-00339,2026-07-14,R&D,365836.65,356397.15,9439.5,312605.3,127,2880.6,Online,INR,Actual,43791.85,14.01,2.58
TXN-00340,2025-03-16,Human Resources,144497.14,236454.63,-91957.49,269681.23,90,1605.52,Direct,INR,Accrual,-33226.6,-12.32,-63.64
TXN-00341,2024-12-22,Procurement,385628.98,268012.29,117616.69,272511.18,110,3505.72,Partner,USD,Actual,-4498.89,-1.65,30.5
TXN-00342,2024-10-13,Legal,103587.08,262681.91,-159094.83,300710.42,56,1849.77,Partner,INR,Accrual,-38028.51,-12.65,-153.59
TXN-00343,2024-06-21,Logistics,275835.63,281834.29,-5998.66,245899.33,48,5746.58,Partner,INR,Accrual,35934.96,14.61,-2.17
TXN-00344,2024-09-20,Legal,371523.39,262458.36,109065.03,249195.02,45,8256.08,Enterprise,USD,Accrual,13263.34,5.32,29.36
TXN-00345,2026-03-19,Operations,357370.57,396146.2,-38775.63,357261.35,67,5333.89,Partner,USD,Accrual,38884.85,10.88,-10.85
TXN-00346,2024-10-31,Procurement,284231.97,215734.98,68496.99,225266.91,103,2759.53,Enterprise,INR,Accrual,-9531.93,-4.23,24.1
TXN-00347,2024-05-04,Legal,183932.8,110191.92,73740.88,100256.72,107,1719.0,Partner,INR,Actual,9935.2,9.91,40.09
TXN-00348,2026-02-22,Finance,207733.63,199793.92,7939.71,198875.64,112,1854.76,Online,INR,Actual,918.28,0.46,3.82
TXN-00349,2024-02-23,Human Resources,279134.91,86446.76,192688.15,94504.19,75,3721.8,Direct,INR,Accrual,-8057.43,-8.53,69.03
TXN-00350,2026-12-20,Human Resources,330052.65,299913.26,30139.39,342559.11,52,6347.17,Partner,INR,Accrual,-42645.85,-12.45,9.13
TXN-00351,2026-12-28,Finance,116772.6,299206.25,-182433.65,274020.11,89,1312.05,Online,INR,Actual,25186.14,9.19,-156.23
TXN-00352,2024-12-26,Administration,277755.85,257366.25,20389.6,272624.97,115,2415.27,Direct,INR,Accrual,-15258.72,-5.6,7.34
TXN-00353,2024-10-18,Logistics,384510.55,264073.3,120437.25,288663.9,103,3733.11,Online,USD,Actual,-24590.6,-8.52,31.32
TXN-00354,2024-07-03,Procurement,169787.01,128137.97,41649.04,129154.69,40,4244.68,Online,INR,Actual,-1016.72,-0.79,24.53
TXN-00355,2024-09-24,Human Resources,315081.29,282131.77,32949.52,311271.81,81,3889.89,Direct,USD,Actual,-29140.04,-9.36,10.46
TXN-00356,2024-08-15,Sales,701234.31,413294.99,287939.32,397621.7,124,5655.12,Enterprise,INR,Accrual,15673.29,3.94,41.06
TXN-00357,2025-09-10,Human Resources,140935.5,114650.85,26284.65,130083.78,121,1164.76,Enterprise,INR,Actual,-15432.93,-11.86,18.65
TXN-00358,2025-12-31,Administration,299659.5,259179.93,40479.57,249723.81,133,2253.08,Online,USD,Actual,9456.12,3.79,13.51
TXN-00359,2026-03-12,Logistics,109714.82,212525.51,-102810.69,239369.92,118,929.79,Partner,INR,Actual,-26844.41,-11.21,-93.71
TXN-00360,2026-10-13,Marketing,199350.53,97117.46,102233.07,92654.24,80,2491.88,Partner,INR,Actual,4463.22,4.82,51.28
TXN-00361,2025-11-18,Operations,352848.91,315646.33,37202.58,333938.93,84,4200.58,Online,INR,Actual,-18292.6,-5.48,10.54
TXN-00362,2024-04-08,Customer Support,231466.04,172323.71,59142.33,155074.37,92,2515.94,Enterprise,INR,Accrual,17249.34,11.12,25.55
TXN-00363,2026-02-07,Legal,348642.09,253520.6,95121.49,259457.2,137,2544.83,Partner,USD,Actual,-5936.6,-2.29,27.28
TXN-00364,2024-03-09,R&D,255019.5,261780.43,-6760.93,230737.86,83,3072.52,Partner,INR,Actual,31042.57,13.45,-2.65
TXN-00365,2024-06-02,Sales,729641.95,416267.06,313374.89,396030.31,118,6183.41,Enterprise,INR,Accrual,20236.75,5.11,42.95
TXN-00366,2024-12-03,Logistics,366925.98,114562.83,252363.15,100858.52,66,5559.48,Partner,INR,Accrual,13704.31,13.59,68.78
TXN-00367,2025-07-30,R&D,309387.07,227941.67,81445.4,232849.47,102,3033.21,Partner,USD,Actual,-4907.8,-2.11,26.32
TXN-00368,2026-05-25,Legal,188364.83,225644.45,-37279.62,232428.37,65,2897.92,Direct,USD,Actual,-6783.92,-2.92,-19.79
TXN-00369,2025-08-20,Legal,242071.2,105411.96,136659.24,114420.78,100,2420.71,Enterprise,INR,Accrual,-9008.82,-7.87,56.45
TXN-00370,2024-07-05,IT,263237.81,120673.87,142563.94,134629.54,87,3025.72,Partner,INR,Accrual,-13955.67,-10.37,54.16
TXN-00371,2026-06-19,Operations,415850.2,422303.39,-6453.19,430442.86,59,7048.31,Direct,USD,Accrual,-8139.47,-1.89,-1.55
TXN-00372,2026-04-27,Logistics,168253.83,93416.42,74837.41,90252.58,106,1587.3,Enterprise,INR,Accrual,3163.84,3.51,44.48
TXN-00373,2025-04-27,Operations,424713.03,347116.74,77596.29,383974.27,44,9652.57,Partner,USD,Accrual,-36857.53,-9.6,18.27
TXN-00374,2024-12-20,Marketing,391649.46,257861.36,133788.1,228943.7,94,4166.48,Direct,INR,Accrual,28917.66,12.63,34.16
TXN-00375,2025-02-17,IT,144363.48,210910.48,-66547.0,199505.46,133,1085.44,Direct,USD,Accrual,11405.02,5.72,-46.1
TXN-00376,2025-10-29,R&D,379922.04,366745.91,13176.13,313094.34,129,2945.13,Enterprise,USD,Actual,53651.57,17.14,3.47
TXN-00377,2024-10-30,Logistics,276380.24,246843.03,29537.21,279400.39,53,5214.72,Direct,INR,Accrual,-32557.36,-11.65,10.69
TXN-00378,2026-04-21,R&D,345760.87,297693.57,48067.3,307424.77,44,7858.2,Partner,USD,Actual,-9731.2,-3.17,13.9
TXN-00379,2026-04-02,Procurement,218737.82,273370.68,-54632.86,288994.94,46,4755.17,Enterprise,INR,Accrual,-15624.26,-5.41,-24.98
TXN-00380,2024-02-11,Human Resources,345215.78,146672.09,198543.69,137006.99,102,3384.47,Direct,INR,Actual,9665.1,7.05,57.51
TXN-00381,2024-10-02,R&D,493554.86,290897.7,202657.16,319332.08,74,6669.66,Enterprise,INR,Actual,-28434.38,-8.9,41.06
TXN-00382,2025-01-19,Operations,402847.63,420074.8,-17227.17,450439.25,137,2940.49,Online,INR,Actual,-30364.45,-6.74,-4.28
TXN-00383,2024-05-14,R&D,427392.35,284541.62,142850.73,308487.2,107,3994.32,Direct,USD,Actual,-23945.58,-7.76,33.42
TXN-00384,2024-04-28,Administration,109921.31,91123.04,18798.27,87306.13,65,1691.1,Online,INR,Accrual,3816.91,4.37,17.1
TXN-00385,2026-10-31,Customer Support,290622.94,107252.03,183370.91,92147.61,87,3340.49,Enterprise,INR,Actual,15104.42,16.39,63.1
