Transaction_ID,Date,Department,Revenue,Expense,Profit,Budget,Transaction_Count,Avg_Transaction_Value,Channel,Currency,Accounting_Basis,Budget_Variance,Budget_Variance_Pct,Profit_Margin_Pct
TXN-00097,2024-07-04,Customer Support,242091.646372,136517.430246,105574.22,137444.553917,114,2123.610933,Direct,INR,Actual,-927.12,-0.67,43.61
TXN-00127,2024-07-05,R&D,408095.073549,269317.21677,138777.86,289769.654048,81,5038.210785,Direct,INR,Actual,-20452.44,-7.06,34.01
TXN-00157,2024-07-06,Operations,519273.788054,347068.393343,172205.39,293681.42101,79,6573.085925,Enterprise,INR,Actual,53386.97,18.18,33.16
TXN-00187,2024-07-07,Legal,147156.282232,108158.877371,38997.4,92637.996549,96,1532.87794,Enterprise,INR,Actual,15520.88,16.75,26.5
TXN-00218,2024-07-08,Procurement,207456.556625,144012.000379,63444.56,142301.339853,75,2766.087422,Online,INR,Actual,1710.66,1.2,30.58
TXN-00248,2024-07-09,Marketing,217986.480521,238696.776822,-20710.3,204195.906557,92,2369.418267,Enterprise,INR,Accrual,34500.87,16.9,-9.5
TXN-00278,2024-07-10,Finance,203910.5707,97874.441311,106036.13,101780.018729,108,1888.06084,Partner,INR,Accrual,-3905.58,-3.84,52.0
TXN-00308,2024-07-11,Operations,148220.134396,302705.511741,-154485.38,310514.497826,78,5540.770315,Enterprise,INR,Accrual,-7808.99,-2.51,-104.23
TXN-00338,2024-07-12,Marketing,310729.997605,253645.426216,57084.57,215995.016875,91,3414.615358,Partner,INR,Actual,37650.41,17.43,18.37
TXN-00193,2024-07-13,Customer Support,164831.739918,106911.369984,57920.37,116827.227364,81,2034.959752,Direct,INR,Actual,-9915.86,-8.49,35.14
TXN-00194,2024-07-14,Operations,407093.239433,333609.924827,73483.31,321782.609129,65,6262.972914,Direct,INR,Actual,11827.32,3.68,18.05
TXN-00195,2024-07-15,Customer Support,189461.162485,136845.939672,52615.22,119628.848474,87,2177.714511,Partner,INR,Accrual,17217.09,14.39,27.77
TXN-00196,2024-07-16,Operations,398351.292704,348562.245138,49789.05,307356.8686,100,3983.512927,Enterprise,INR,Accrual,41205.38,13.41,12.5
TXN-00197,2024-07-17,Administration,153230.244093,108825.486069,44404.76,123889.941946,60,2553.837402,Direct,INR,Actual,-15064.46,-12.16,28.98
TXN-00198,2024-07-18,Logistics,254535.729147,227555.232552,26980.5,198190.472308,96,2651.413845,Partner,INR,Accrual,29364.76,14.82,10.6
TXN-00199,2024-07-19,Sales,539475.053575,340872.97287,198602.08,320784.020365,57,9464.474624,Enterprise,INR,Accrual,20088.95,6.26,36.81
TXN-00200,2024-07-20,Customer Support,188283.612221,137678.233986,50605.38,123758.027571,96,1961.287627,Partner,INR,Actual,13920.21,11.25,26.88
TXN-00201,2024-07-21,Procurement,227833.206977,188232.792658,39600.41,160014.788516,83,2744.978397,Partner,INR,Actual,28218.0,17.63,17.38
TXN-00202,2024-07-22,Administration,177183.192175,113110.767987,64072.42,108710.048972,88,2013.445366,Partner,INR,Accrual,4400.72,4.05,36.16
TXN-00203,2024-07-23,R&D,344783.874312,274753.934092,70029.94,284598.69289,66,5223.998096,Partner,INR,Actual,-9844.76,-3.46,20.31
TXN-00204,2024-07-24,Procurement,202658.822604,165060.239994,37598.58,157542.460869,49,4135.894339,Enterprise,INR,Accrual,7517.78,4.77,18.55
TXN-00205,2024-07-25,Finance,174234.865251,108926.8774,65307.99,98846.52181,80,2177.935816,Direct,INR,Actual,10080.36,10.2,37.48
TXN-00206,2024-07-26,Logistics,241273.39941,199841.135746,41432.26,203578.199109,113,2135.162827,Enterprise,INR,Accrual,-3737.06,-1.84,17.17
TXN-00207,2024-07-27,Human Resources,166718.128505,94575.830807,72142.3,91869.817988,77,2165.1705,Direct,INR,Accrual,2706.01,2.95,43.27
TXN-00208,2024-07-28,Human Resources,123199.600651,79162.002824,44037.6,93049.357383,74,1664.859468,Direct,INR,Actual,-13887.35,-14.92,35.74
TXN-00209,2024-07-29,Administration,142931.444381,95418.943264,47512.5,123504.218475,98,1458.484126,Enterprise,INR,Accrual,-28085.28,-22.74,33.24
TXN-00210,2024-07-30,Procurement,199274.583489,139494.812417,59779.77,158340.292956,110,1811.587123,Online,INR,Actual,-18845.48,-11.9,30.0
TXN-00211,2024-07-31,Operations,371804.110772,304562.238487,67241.87,324096.300867,98,3793.919498,Online,INR,Accrual,-19534.06,-6.03,18.09
TXN-00008,2024-08-01,Marketing,238072.94177,225432.808314,12640.13,235960.413133,100,2380.729418,Enterprise,INR,Accrual,-10527.6,-4.46,5.31
TXN-00039,2024-08-02,Administration,173161.949533,125794.012877,47367.94,136013.913347,76,2278.446704,Online,INR,Accrual,-10219.9,-7.51,27.35
TXN-00068,2024-08-03,Sales,599482.503861,328744.64038,270737.86,325739.366592,109,5499.839485,Online,INR,Accrual,3005.27,0.92,45.16
TXN-00098,2024-08-04,Customer Support,186296.063067,145587.278165,40708.78,148176.118681,70,2661.37233,Partner,INR,Actual,-2588.84,-1.75,21.85
TXN-00128,2024-08-05,Operations,428937.759307,292939.64233,135998.12,341503.882201,61,7031.766546,Online,INR,Accrual,-48564.24,-14.22,31.71
TXN-00158,2024-08-06,Sales,554957.018284,335126.397042,219830.62,348775.141225,62,8950.91965,Direct,INR,Actual,-13648.74,-3.91,39.61
TXN-00188,2024-08-07,Legal,130284.538306,81432.244874,48852.29,93398.971994,74,1760.601869,Direct,INR,Actual,-11966.73,-12.81,37.5
TXN-00219,2024-08-08,Finance,193937.257573,106494.078941,87443.18,102476.904685,47,4126.324629,Enterprise,INR,Accrual,4017.17,3.92,45.09
TXN-00249,2024-08-09,Administration,167274.035726,119737.970961,47536.06,106553.257008,56,2987.036352,Partner,INR,Accrual,13184.71,12.37,28.42
TXN-00279,2024-08-10,Finance,162476.635545,110446.092963,52030.54,99751.061421,90,1805.29595,Enterprise,INR,Accrual,10695.03,10.72,32.02
TXN-00309,2024-08-11,R&D,364672.802144,268656.541319,96016.26,263194.013831,91,4007.39343,Enterprise,INR,Accrual,5462.53,2.08,26.33
TXN-00339,2024-08-12,Marketing,245182.651878,191327.763594,53854.89,248541.43388,45,5448.503375,Direct,INR,Actual,-57213.67,-23.02,21.97
TXN-00224,2024-08-13,Administration,131705.773878,116783.328103,14922.45,109943.632648,64,2057.902717,Online,INR,Actual,6839.7,6.22,11.33
TXN-00225,2024-08-14,R&D,356011.551278,266013.963191,89997.59,258848.113431,95,3747.490013,Online,INR,Accrual,7165.85,2.77,25.28
TXN-00226,2024-08-16,Human Resources,122518.937478,97441.411117,25077.53,92400.965186,95,1289.673026,Online,INR,Actual,5040.45,5.45,20.47
TXN-00227,2024-08-17,Finance,171836.660194,112712.402677,59124.26,100129.339989,60,2863.944337,Online,INR,Accrual,12583.06,12.57,34.41
TXN-00228,2024-08-18,Logistics,310163.804786,233313.473112,76850.33,198519.212873,69,4495.127606,Online,INR,Actual,34794.26,17.53,24.78
TXN-00229,2024-08-19,Sales,413599.257972,358493.606041,55105.65,282006.441437,63,6565.067587,Direct,INR,Accrual,76487.16,27.12,13.32
TXN-00230,2024-08-20,Marketing,264649.241913,169220.85162,95428.39,219231.815641,72,3675.683915,Enterprise,INR,Accrual,-50010.96,-22.81,36.06
TXN-00231,2024-08-21,Operations,360523.668582,300668.882047,59854.79,294973.79419,103,3500.229792,Direct,INR,Accrual,5695.09,1.93,16.6
TXN-00232,2024-08-22,Administration,119012.419713,121558.947605,-2546.53,108873.522956,90,1322.360219,Partner,INR,Actual,12685.42,11.65,-2.14
TXN-00233,2024-08-23,Human Resources,116290.276614,93417.027992,22873.25,83212.709198,54,2153.523641,Enterprise,INR,Accrual,10204.32,12.26,19.67
TXN-00234,2024-08-24,Legal,127168.315225,94338.514572,32829.8,95064.340895,98,1297.63587,Direct,INR,Accrual,-725.83,-0.76,25.82
TXN-00235,2024-08-25,Marketing,265187.264226,206286.708419,58900.56,218253.55548,65,4079.804065,Enterprise,INR,Accrual,-11966.85,-5.48,22.21
TXN-00236,2024-08-26,Procurement,208905.526723,180924.451638,27981.08,143583.710606,89,2347.253109,Direct,INR,Actual,37340.74,26.01,13.39
TXN-00237,2024-08-27,Logistics,272922.104233,217772.33186,55149.77,189319.024544,76,3591.080319,Online,INR,Accrual,28453.31,15.03,20.21
TXN-00238,2024-08-28,Legal,144296.808838,118170.190891,26126.62,98387.082807,92,1568.443574,Partner,INR,Accrual,19783.11,20.11,18.11
TXN-00239,2024-08-29,Customer Support,188701.837193,120380.81232,68321.02,131601.758849,62,3043.578019,Online,INR,Accrual,-11220.95,-8.53,36.21
TXN-00240,2024-08-30,Marketing,240120.750625,221229.645793,18891.1,213559.799413,93,2581.943555,Online,INR,Accrual,7669.85,3.59,7.87
TXN-00241,2024-08-31,Finance,163939.242909,126102.80856,37836.43,105403.549558,94,1744.034499,Direct,INR,Actual,20699.26,19.64,23.08
TXN-00009,2024-09-01,Procurement,233957.67105,163580.69705,70376.97,172202.482072,89,2628.737877,Enterprise,INR,Accrual,-8621.79,-5.01,30.08
TXN-00040,2024-09-02,Procurement,249991.290983,169022.24406,80969.05,167244.741056,53,4716.816811,Direct,INR,Actual,1777.5,1.06,32.39
TXN-00069,2024-09-03,Operations,437327.541317,364122.404167,73205.14,328678.02207,56,7809.420381,Direct,INR,Accrual,35444.38,10.78,16.74
TXN-00099,2024-09-04,Administration,166438.237956,118594.990987,47843.25,129919.896906,70,2377.689114,Online,INR,Accrual,-11324.91,-8.72,28.75
TXN-00129,2024-09-05,Legal,149503.36556,90814.026271,58689.34,98641.231892,72,2076.435633,Direct,INR,Accrual,-7827.21,-7.94,39.26
TXN-00159,2024-09-06,IT,291686.945294,211931.465461,79755.48,188164.816357,109,2676.027021,Partner,INR,Accrual,23766.65,12.63,27.34
TXN-00189,2024-09-07,Marketing,232283.843008,242130.961155,-9847.12,225022.690084,94,2471.104713,Direct,INR,Actual,17108.27,7.6,-4.24
TXN-00220,2024-09-08,Human Resources,158307.166358,82858.828829,75448.34,84093.52551,94,1684.118791,Partner,INR,Accrual,-1234.7,-1.47,47.66
TXN-00250,2024-09-09,Administration,122320.40814,126645.527064,-4325.12,117839.070916,63,1941.59378,Enterprise,INR,Accrual,8806.46,7.47,-3.54
TXN-00280,2024-09-10,Logistics,261541.169462,217074.182428,44466.99,201648.685841,108,2421.677495,Direct,INR,Actual,15425.5,7.65,17.0
TXN-00310,2024-09-11,Operations,442779.792026,350584.2715,92195.52,304106.434433,80,5534.7474,Online,INR,Actual,46477.84,15.28,20.82
TXN-00340,2024-09-12,Legal,158285.318739,101273.011679,57012.31,110350.954919,83,1907.052033,Direct,INR,Accrual,-9077.94,-8.23,36.02
TXN-00254,2024-09-13,Legal,111485.794016,93575.212236,17910.58,97914.978842,56,1990.81775,Direct,INR,Actual,-4339.77,-4.43,16.07
TXN-00255,2024-09-14,Logistics,285275.380276,251435.735596,33839.64,214383.123148,89,3205.341351,Online,INR,Accrual,37052.61,17.28,11.86
TXN-00256,2024-09-15,Logistics,274448.44331,160258.059651,114190.38,202244.213847,85,3228.805215,Online,INR,Actual,-41986.15,-20.76,41.61
TXN-00257,2024-09-16,Customer Support,199072.648953,125485.194351,73587.45,115544.458125,95,2095.501568,Partner,INR,Actual,9940.74,8.6,36.97
TXN-00258,2024-09-17,Finance,167584.540852,108095.764661,59488.78,100463.991722,68,2464.478542,Enterprise,INR,Accrual,7631.77,7.6,35.5
TXN-00259,2024-09-18,Logistics,268638.691505,204769.397186,63869.29,212812.023593,84,3198.079661,Direct,INR,Accrual,-8042.63,-3.78,23.78
TXN-00260,2024-09-19,Operations,458048.544901,281106.265349,176942.28,315809.544534,101,4535.134108,Direct,INR,Actual,-34703.28,-10.99,38.63
TXN-00261,2024-09-20,IT,292792.630765,169712.482095,123080.15,186743.309046,83,3527.622057,Enterprise,INR,Accrual,-17030.83,-9.12,42.04
TXN-00262,2024-09-21,Administration,146322.217016,113612.072431,32710.14,111861.534508,49,2986.167694,Enterprise,INR,Actual,1750.54,1.56,22.35
TXN-00263,2024-09-22,Operations,357994.463364,330047.75104,27946.71,289404.329773,61,5868.761694,Online,INR,Accrual,40643.42,14.04,7.81
TXN-00264,2024-09-23,Legal,131376.008378,98959.002092,32417.01,90342.91262,109,1205.284481,Partner,INR,Actual,8616.09,9.54,24.67
TXN-00265,2024-09-24,R&D,323632.781662,248756.86016,74875.92,263480.89434,85,3807.44449,Partner,INR,Accrual,-14724.03,-5.59,23.14
TXN-00266,2024-09-25,Sales,475464.671927,285419.894463,190044.78,288962.784167,72,6603.675999,Enterprise,INR,Accrual,-3542.89,-1.23,39.97
TXN-00267,2024-09-26,Operations,381093.634718,289638.389298,91455.25,313393.193324,60,6351.560579,Partner,INR,Actual,-23754.8,-7.58,24.0
TXN-00268,2024-09-27,Administration,144334.868221,100522.687309,43812.18,111127.350039,83,1738.974316,Online,INR,Accrual,-10604.66,-9.54,30.35
TXN-00269,2024-09-28,Procurement,195147.141716,120847.408973,74299.73,140846.844877,100,1951.471417,Direct,INR,Accrual,-19999.44,-14.2,38.07
TXN-00270,2024-09-29,Procurement,190963.212173,132966.368015,57996.84,160798.090582,103,1854.011769,Online,INR,Actual,-27831.72,-17.31,30.37
TXN-00271,2024-09-30,IT,267550.671262,186639.077446,80911.59,188595.671836,106,2524.062936,Partner,INR,Actual,-1956.59,-1.04,30.24
TXN-00010,2024-10-01,R&D,434434.627742,282461.565609,151973.06,258126.114193,53,8196.879769,Partner,INR,Actual,24335.45,9.43,34.98
TXN-00041,2024-10-02,Operations,504592.665469,387379.814819,117212.85,309240.318135,86,5867.356575,Direct,INR,Accrual,78139.5,25.27,23.23
TXN-00070,2024-10-03,Logistics,302398.313047,249350.156915,53048.16,242873.358459,98,3085.697072,Partner,INR,Actual,6476.8,2.67,17.54
TXN-00100,2024-10-04,Logistics,287566.607917,256516.517379,31050.09,215323.630863,89,3231.085482,Direct,INR,Accrual,41192.89,19.13,10.8
TXN-00130,2024-10-05,Marketing,312380.180147,210294.896631,102085.28,247456.57102,94,3323.193406,Online,INR,Accrual,-37161.67,-15.02,32.68
TXN-00160,2024-10-06,Human Resources,122205.57973,91110.754133,31094.83,100008.462532,100,1222.055797,Online,INR,Accrual,-8897.71,-8.9,25.44
TXN-00190,2024-10-07,Sales,525156.890797,363478.367799,161678.52,289760.008678,40,13128.92227,Online,INR,Accrual,73718.36,25.44,30.79
TXN-00221,2024-10-08,Operations,415013.980376,300950.762595,114063.22,304214.323093,84,4940.642624,Online,INR,Accrual,-3263.56,-1.07,27.48
TXN-00251,2024-10-09,Procurement,184269.10615,147447.078972,36822.03,163660.302048,86,2142.664025,Online,INR,Accrual,-16213.22,-9.91,19.98
TXN-00281,2024-10-10,Sales,478471.48898,287216.677352,191254.81,289475.060013,84,5696.089155,Partner,INR,Accrual,-2258.38,-0.78,39.97
TXN-00311,2024-10-11,Human Resources,99164.706768,102625.681834,-3460.98,92461.821456,89,1114.210188,Partner,INR,Accrual,10163.86,10.99,-3.49
TXN-00341,2024-10-12,Procurement,244292.731343,162907.534182,81385.2,186565.110292,94,2598.858844,Enterprise,INR,Accrual,-23657.58,-12.68,33.31
TXN-00284,2024-10-13,Customer Support,155840.061539,107316.248654,48523.81,127751.216744,49,3180.409419,Direct,INR,Accrual,-20434.97,-16.0,31.14
TXN-00285,2024-10-14,Human Resources,117865.812762,88153.259977,29712.55,95972.084463,60,1964.430213,Enterprise,INR,Accrual,-7818.82,-8.15,25.21
TXN-00286,2024-10-15,Procurement,231112.885858,150871.096588,80241.79,156795.405795,94,2458.647722,Online,INR,Actual,-5924.31,-3.78,34.72
TXN-00287,2024-10-16,IT,264871.164491,194983.19526,69887.97,177289.224943,105,2522.582519,Online,INR,Accrual,17693.97,9.98,26.39
TXN-00288,2024-10-17,Administration,139188.748386,119825.806013,19362.94,121469.400044,73,1906.695183,Partner,INR,Actual,-1643.59,-1.35,13.91
TXN-00289,2024-10-18,Finance,173467.450642,97008.633198,76458.82,104111.574659,99,1752.196471,Partner,INR,Actual,-7102.94,-6.82,44.08
TXN-00290,2024-10-19,Operations,470959.835902,355163.112581,115796.72,319759.494885,96,4905.831624,Partner,INR,Actual,35403.62,11.07,24.59
TXN-00291,2024-10-20,IT,297681.940883,171216.007089,126465.93,176152.97012,99,3006.888292,Online,INR,Accrual,-4936.96,-2.8,42.48
TXN-00292,2024-10-21,Customer Support,155949.705191,128608.362479,27341.34,128974.83289,81,1925.305002,Online,INR,Accrual,-366.47,-0.28,17.53
TXN-00293,2024-10-22,IT,324566.428897,217877.602653,106688.83,181733.835294,106,3061.947442,Enterprise,INR,Accrual,36143.77,19.89,32.87
TXN-00294,2024-10-23,Operations,407421.565792,308464.882452,98956.68,318201.413724,89,4577.770402,Direct,INR,Accrual,-9736.53,-3.06,24.29
TXN-00295,2024-10-24,R&D,348346.353842,271999.020675,76347.33,254667.553381,76,4583.504656,Enterprise,INR,Actual,17331.47,6.81,21.92
TXN-00296,2024-10-25,IT,278501.738551,186571.975101,91929.76,195855.977431,68,4095.613802,Direct,INR,Accrual,-9284.0,-4.74,33.01
TXN-00297,2024-10-26,Operations,365729.391556,344785.849062,20943.54,298179.819395,57,6416.305115,Online,INR,Actual,46606.03,15.63,5.73
TXN-00298,2024-10-27,Human Resources,137285.218783,99123.229429,38161.99,90897.856042,80,1716.065235,Partner,INR,Accrual,8225.37,9.05,27.8
TXN-00299,2024-10-28,IT,353053.979091,229568.147104,123485.83,193506.360153,114,3096.964729,Direct,INR,Actual,36061.79,18.64,34.98
TXN-00300,2024-10-29,Administration,166538.033402,115959.693362,50578.34,108181.171714,108,1542.018828,Direct,INR,Accrual,7778.52,7.19,30.37
TXN-00301,2024-10-31,Administration,162314.403112,126490.951079,35823.45,121429.90759,35,4637.554375,Enterprise,INR,Accrual,5061.04,4.17,22.07
TXN-00011,2024-11-01,Sales,545530.755873,318645.522113,226885.23,321145.51847,96,5682.61204,Partner,INR,Actual,-2500.0,-0.78,41.59
TXN-00042,2024-11-02,Sales,511238.231543,355795.407372,155442.82,330555.975113,117,4369.557535,Direct,INR,Actual,25239.43,7.64,30.41
TXN-00071,2024-11-03,Finance,213095.488437,119280.014165,93815.47,115960.704713,97,2196.860706,Direct,INR,Actual,3319.31,2.86,44.03
TXN-00101,2024-11-04,R&D,402305.901199,317376.803257,84929.1,300784.00245,84,4789.355967,Partner,INR,Accrual,16592.8,5.52,21.11
TXN-00131,2024-11-05,Operations,477257.371104,364576.473163,112680.9,312705.838976,65,7342.421094,Direct,INR,Actual,51870.63,16.59,23.61
TXN-00161,2024-11-06,Customer Support,171886.951085,128377.665507,43509.29,123065.251618,66,2604.347744,Partner,INR,Actual,5312.41,4.32,25.31
TXN-00191,2024-11-07,Administration,172197.906645,121783.819782,50414.09,116170.656916,72,2391.637592,Direct,INR,Accrual,5613.16,4.83,29.28
TXN-00222,2024-11-08,Customer Support,204396.007727,127210.037286,77185.97,115391.718138,94,2174.425614,Online,INR,Accrual,11818.32,10.24,37.76
TXN-00252,2024-11-09,IT,317549.289325,182103.388819,135445.9,194591.342709,77,4124.016744,Enterprise,INR,Actual,-12487.95,-6.42,42.65
TXN-00282,2024-11-10,Logistics,297509.257296,194089.274804,103419.98,221456.048804,101,2945.636211,Direct,INR,Actual,-27366.77,-12.36,34.76
TXN-00312,2024-11-11,Procurement,223155.934369,181242.602089,41913.33,170794.5229,78,2860.973518,Direct,INR,Actual,10448.08,6.12,18.78
TXN-00342,2024-11-12,Procurement,256808.532083,189893.324519,66915.21,177059.124558,122,2104.987968,Online,INR,Accrual,12834.2,7.25,26.06
TXN-00314,2024-11-13,R&D,367612.810754,259480.553242,108132.26,256029.734864,114,3224.673779,Direct,INR,Actual,3450.82,1.35,29.41
TXN-00315,2024-11-14,Sales,495329.529117,328685.087247,166644.44,345700.311431,79,6269.994039,Direct,INR,Actual,-17015.22,-4.92,33.64
TXN-00316,2024-11-15,Sales,556881.39603,289876.683743,267004.71,345117.671322,94,5924.270171,Direct,INR,Actual,-55240.99,-16.01,47.95
TXN-00317,2024-11-16,IT,302642.2964,240214.439814,62427.86,197633.256687,96,3152.523921,Enterprise,INR,Actual,42581.18,21.55,20.63
TXN-00318,2024-11-17,Customer Support,220405.756372,128382.479907,92023.28,142016.265257,70,3148.653662,Partner,INR,Actual,-13633.79,-9.6,41.75
TXN-00319,2024-11-18,Sales,514641.015582,304564.297868,210076.72,309720.380597,105,4901.343006,Direct,INR,Actual,-5156.08,-1.66,40.82
TXN-00320,2024-11-19,Customer Support,166253.552215,136326.401909,29927.15,124861.391101,69,2409.471771,Direct,INR,Actual,11465.01,9.18,18.0
TXN-00321,2024-11-20,R&D,433139.329107,284216.604403,148922.72,277212.035462,69,6277.381581,Partner,INR,Accrual,7004.57,2.53,34.38
TXN-00322,2024-11-21,Administration,160341.160538,119566.241057,40774.92,113853.116254,142,1129.163102,Enterprise,INR,Actual,5713.12,5.02,25.43
TXN-00323,2024-11-22,R&D,341072.099186,269805.844568,71266.25,272245.612744,75,4547.627989,Enterprise,INR,Accrual,-2439.77,-0.9,20.89
TXN-00324,2024-11-23,Administration,150688.234037,125634.16134,25054.07,124219.163358,109,1382.460863,Partner,INR,Actual,1415.0,1.14,16.63
TXN-00325,2024-11-24,Customer Support,136450.75762,145495.124309,-9044.37,133439.413032,91,1499.458875,Online,INR,Actual,12055.71,9.03,-6.63
TXN-00326,2024-11-25,Legal,122991.09107,97532.584008,25458.51,95437.467688,77,1597.286897,Online,INR,Accrual,2095.12,2.2,20.7
TXN-00327,2024-11-26,Administration,150252.880804,132511.814284,17741.07,127530.370128,91,1651.130558,Partner,INR,Accrual,4981.44,3.91,11.81
TXN-00328,2024-11-27,Sales,521468.943382,336129.014099,185339.93,337023.488418,84,6207.963612,Online,INR,Accrual,-894.47,-0.27,35.54
TXN-00329,2024-11-28,Human Resources,116592.089343,98485.617987,18106.47,98165.116918,75,1554.561191,Direct,INR,Actual,320.5,0.33,15.53
TXN-00330,2024-11-29,Finance,201647.591668,114677.005249,86970.59,116914.839193,79,2552.50116,Direct,INR,Accrual,-2237.83,-1.91,43.13
TXN-00331,2024-11-30,Finance,196102.443927,118850.029423,77252.41,107960.778676,98,2001.045346,Enterprise,INR,Accrual,10889.25,10.09,39.39
TXN-00012,2024-12-01,Legal,125147.764541,98284.342669,26863.42,93979.70438,73,1714.352939,Partner,INR,Actual,4304.64,4.58,21.47
TXN-00043,2024-12-02,Marketing,301821.352702,327504.65222,-25683.3,242591.679826,108,2794.642155,Enterprise,INR,Accrual,84912.97,35.0,-8.51
TXN-00072,2024-12-03,Operations,465689.732235,285126.136071,180563.6,313492.966658,95,4901.997181,Online,INR,Actual,-28366.83,-9.05,38.77
TXN-00102,2024-12-04,Operations,560918.180698,387090.713922,173827.47,333813.751822,94,5967.214688,Partner,INR,Accrual,53276.96,15.96,30.99
TXN-00132,2024-12-05,Finance,176758.156593,117379.009268,59379.15,109865.144468,82,2155.587276,Online,INR,Actual,7513.86,6.84,33.59
TXN-00162,2024-12-06,Administration,180052.332867,136975.087182,43077.25,122226.653624,90,2000.581476,Direct,INR,Actual,14748.43,12.07,23.92
TXN-00192,2024-12-07,R&D,424726.012583,274271.278663,150454.73,256172.63473,67,6339.194218,Direct,INR,Accrual,18098.64,7.07,35.42
TXN-00223,2024-12-08,Human Resources,106066.96852,94086.198554,11980.77,90845.346338,114,930.412005,Direct,INR,Accrual,3240.85,3.57,11.3
TXN-00253,2024-12-09,IT,308993.58578,401277.0127,-92283.43,192297.187615,70,4414.194083,Online,INR,Accrual,208979.83,108.68,-29.87
TXN-00283,2024-12-10,IT,302301.437472,205453.602334,96847.84,194228.623489,89,3396.645365,Online,INR,Actual,11224.98,5.78,32.04
TXN-00313,2024-12-11,IT,282898.524678,210693.57128,72204.95,202303.369515,93,3041.91962,Enterprise,INR,Accrual,8390.2,4.15,25.52
TXN-00343,2024-12-12,Finance,209086.151364,138720.02224,70366.13,109978.926057,51,4099.728458,Partner,INR,Actual,28741.1,26.13,33.65
TXN-00344,2024-12-13,Finance,195723.594878,125765.624919,69957.97,119464.509904,69,2836.573839,Partner,INR,Accrual,6301.12,5.27,35.74
TXN-00345,2024-12-14,Administration,175414.60701,139705.984979,35708.62,130767.796228,83,2113.429,Online,INR,Accrual,8938.19,6.84,20.36
TXN-00346,2024-12-15,Administration,165298.218242,129701.405408,35596.81,119887.740103,105,1574.268745,Enterprise,INR,Actual,9813.67,8.19,21.53
TXN-00347,2024-12-16,Finance,239715.382503,116826.198342,122889.18,118190.877708,64,3745.552852,Partner,INR,Accrual,-1364.68,-1.15,51.26
TXN-00348,2024-12-17,Human Resources,133102.626978,121985.279458,11117.35,103050.969918,64,2079.728547,Enterprise,INR,Actual,18934.31,18.37,8.35
TXN-00349,2024-12-18,Finance,203452.945657,101974.008805,101478.94,110330.125648,80,2543.161821,Direct,INR,Accrual,-8356.12,-7.57,49.88
TXN-00350,2024-12-19,Marketing,229442.562427,231288.818006,-1846.26,253894.331278,53,4329.104951,Enterprise,INR,Actual,-22605.51,-8.9,-0.8
TXN-00351,2024-12-20,Operations,477608.110693,331208.708758,146399.4,329306.644662,73,6542.576859,Enterprise,INR,Actual,1902.06,0.58,30.65
TXN-00352,2024-12-21,Administration,167804.852242,103093.873553,64710.98,128569.326118,57,2943.944776,Partner,INR,Accrual,-25475.45,-19.81,38.56
TXN-00353,2024-12-22,Finance,177743.920617,93066.40168,84677.52,119650.646809,105,1692.799244,Online,INR,Accrual,-26584.25,-22.22,47.64
TXN-00354,2024-12-23,Customer Support,193330.962588,154842.770036,38488.19,142062.755065,74,2612.580576,Direct,INR,Accrual,12780.01,9.0,19.91
TXN-00355,2024-12-24,Legal,137863.139617,115297.51162,22565.63,112206.51362,103,1338.477084,Partner,INR,Actual,3091.0,2.75,16.37
TXN-00356,2024-12-25,Procurement,238140.404379,206778.552369,31361.85,187999.173415,83,2869.161499,Online,INR,Actual,18779.38,9.99,13.17
TXN-00357,2024-12-26,Sales,678112.385146,327064.758148,351047.63,369948.44342,63,10763.688653,Online,INR,Accrual,-42883.69,-11.59,51.77
TXN-00358,2024-12-27,Sales,635948.01946,333897.94522,302050.07,335209.584029,87,7309.74735,Partner,INR,Actual,-1311.64,-0.39,47.5
TXN-00359,2024-12-28,Human Resources,125802.417777,104450.440124,21351.98,99394.688089,46,2734.835169,Partner,INR,Actual,5055.75,5.09,16.97
TXN-00360,2024-12-29,Administration,157131.118857,140621.243574,16509.88,127466.367111,87,1806.104814,Partner,INR,Actual,13154.88,10.32,10.51
TXN-00361,2024-12-30,R&D,400803.046744,304639.106672,96163.94,301129.186642,106,3781.160818,Direct,INR,Accrual,3509.92,1.17,23.99
TXN-00362,2024-12-31,Marketing,246229.885706,230206.533049,16023.35,241751.508208,79,3116.833996,Online,INR,Accrual,-11544.98,-4.78,6.51
TXN-00363,2025-01-01,Operations,537939.100416,385462.808989,152476.29,356755.620033,69,7796.218847,Partner,INR,Accrual,28707.19,8.05,28.34
TXN-00393,2025-01-02,Administration,180250.840739,155874.394396,24376.45,137386.207072,76,2371.721589,Direct,INR,Actual,18488.19,13.46,13.52
TXN-00421,2025-01-03,Finance,234305.033546,134278.260589,100026.77,134667.930957,72,3254.236577,Enterprise,INR,Accrual,-389.67,-0.29,42.69
TXN-00451,2025-01-04,Customer Support,219313.663376,181061.407546,38252.26,148403.582501,61,3595.305957,Direct,INR,Accrual,32657.83,22.01,17.44
TXN-00481,2025-01-05,Human Resources,156067.492791,99716.393549,56351.1,115998.457483,83,1880.331238,Direct,INR,Actual,-16282.06,-14.04,36.11
TXN-00512,2025-01-06,Legal,174088.073654,123757.853641,50330.22,118124.716403,77,2260.884073,Online,INR,Accrual,5633.14,4.77,28.91
